CODIGO_MUNICIPIO;MUNICIPIO;GAL;CODIGO_GAL
8249;Santa Fe del Penedès;;
46079;Calles;Asociación para el Desarrollo Rural Valencia Interior;G262
8250;Santa Margarida de Montbui;;
8251;Santa Margarida i els Monjos;;
8252;Barberà del Vallès;;
50070;Calmarza;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
44052;Calomarde;Asociación para el Desarrollo Rural Integral de la Sierra de Albarracín;G062
8256;Santa Maria de Martorelles;;
8036;Calonge de Segarra;Consorci per al Desenvolupament de la Catalunya Central;G180
8259;Santa Maria de Palautordera;;
42048;Caltojar;Asociación para el Desarrollo Endógeno de Almazán y otros municipios;G157
37069;Calvarrasa de Abajo;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
37070;Calvarrasa de Arriba;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
8260;Santa Perpètua de Mogoda;;
32016;Calvos de Randín;Grupo de Desenvolvemento Rural da Limia;G233
37071;Calzada de Béjar, La;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
13027;Calzada de Calatrava;Asociación para el Desarrollo del Campo de Calatrava;G110
37072;Calzada de Don Diego;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
34042;Calzada de los Molinos;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
45030;Calzada de Oropesa;Asociación para el Desarrollo de la Campana de Oropesa;G124
37073;Calzada de Valdunciel;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
24031;Calzada del Coto;Asociación Intermunicipal para el Desarrollo Local de la zona de Sahagán-Sureste de León;
10040;Calzadilla;Asociación para el Desarrollo del Valle del Alagón;G200
6027;Calzadilla de los Barros;Asociación Centro de Desarrollo Rural Zafra - Río Bodión;G185
49032;Calzadilla de Tera;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
39015;Camaleño;Asociación Grupo de Acción Local Liébana;G097
44053;Camañas;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
25062;Camarasa;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
45031;Camarena;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
44054;Camarena de la Sierra;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
45032;Camarenilla;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
8261;Santa Susanna;;
44055;Camarillas;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
15016;Camariñas;Asociación Costa da Morte GDR;G209
43903;Camarles;Consorci per al Desenvolupament del Baix Ebre i Montsià;G184
8262;Sant Vicenç de Castellet;;
49033;Camarzana de Tera;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
8263;Sant Vicenç dels Horts;;
36006;Cambados;Grupo de Desenvolvemento Rural O Salnés;G239
23018;Cambil;Asociación para el Desarrollo Rural de Sierra Mágina;G035
15017;Cambre;"Asociación de Desenvolvemento Rural ""Mariñas Betanzos""";G212
8264;Sant Vicenç de Montalt;;
10041;Caminomorisco;Asociación para el Desarrollo Integral de la Comarca de Las Hurdes;G202
44056;Caminreal;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
8266;Cerdanyola del Vallès;;
41022;Campana, La;Asociación para el Desarrollo de la Campiña y los Alcores de Sevilla;G049
6028;Campanario;"Consorcio Centro de Desarrollo Rural ""La Serena""";
7012;Campanet;"Associació per al desenvolupament rural ""Mallorca Rural""";G085
47030;Campaspero;Asociación Duero Esgueva;G162
24032;Campazas;Asociación Intermunicipal para el Desarrollo Local de la zona de Sahagán-Sureste de León;
17036;Campdevànol;Associació per la Gestió del Programa Leader RipollÅ s Ges - Bisaura;
17037;Campelles;Associació per la Gestió del Programa Leader RipollÅ s Ges - Bisaura;
8267;Sentmenat;;
1017;Campezo/Kanpezu;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
16042;Campillo de Altobuey;Asociación para el Desarrollo Integral de La Manchuela Alta;G115
50071;Campillo de Aragón;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
9065;Campillo de Aranda;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
23019;Campillo de Arenas;Asociación para el Desarrollo Rural de Sierra Mágina;G035
37074;Campillo de Azaba;Asociación para el Desarrollo de la Comarca de Ciudad Rodrigo;G148
10042;Campillo de Deleitosa;Asociación Promoción y Desarrollo Rural Comarca de Villuercas, Ibores y Jara;G207
19059;Campillo de Dueñas;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
45033;Campillo de la Jara, El;Asociación para el Desarrollo de la Comarca de Talavera, Sierra de San Vicente y La Jara- Tierras de Talavera;G125
6029;Campillo de Llerena;Centro de Desarrollo Rural Campiña Sur;
19060;Campillo de Ranas;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
21018;Campillo, El;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
8269;Seva;;
29032;Campillos;Grupo de Acción Local Guadalteba;G042
16043;Campillos-Paravientos;"Asociación ""Promoción y Desarrollo Serrano""";G113
16044;Campillos-Sierra;"Asociación ""Promoción y Desarrollo Serrano""";G113
8270;Sitges;;
19061;Campisábalos;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
8273;Subirats;;
22074;Campo;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
13028;Campo de Criptana;Asociación para el Desarrollo y la Promoción de La Mancha Norte de Ciudad Real;G112
3051;Campo de Mirra/Camp de Mirra, el;Asociación Centro de Desarrollo Rural Alicante;G257
37077;Campo de Peñaranda, El;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
40039;Campo de San Pedro;Asociación Coordinadora para el Desarrollo Integral del Nordeste de Segovia;G153
24033;Campo de Villavidel;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
36007;Campo Lameiro;Asociación de Desenvolvemento Rural Pontevedra Morrazo;G235
10043;Campo Lugar;Asociación para el Desarrollo Integral de la Comarca Miajadas-Trujillo;G203
28033;Campo Real;Asociación de Desarrollo de la Campiña del Henares;
21019;Campofrío;Asociación para el Desarrollo Rural  Cuenca Minera Riotinto;G029
9066;Campolara;Asociación Grupo de Acción Local Sierra de La Demanda;G133
24034;Camponaraya;Asociación para el Desarrollo de La Comarca Berciana;G142
39027;Campoo de Enmedio;Asociación Desarrollo Territorial Campoo Los Valles;G095
39017;Campoo de Yuso;Asociación Desarrollo Territorial Campoo Los Valles;G095
47032;Camporredondo;Asociación Duero Esgueva;G162
22075;Camporrélls;Centro de Desarrollo de la Zona Oriental Huesca;
46080;Camporrobles;Asociación del Llano de Chiva a la Plana de Utiel;G261
7013;Campos;"Associació per al desenvolupament rural ""Mallorca Rural""";G085
16901;Campos del Paraíso;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
30014;Campos del Río;Integral, Sociedad para el Desarrollo Rural;G248
18038;Campotéjar;Asociación para la Promoción Económica de los Montes de Granada;G022
17039;Camprodon;Associació per la Gestió del Programa Leader RipollÅ s Ges - Bisaura;
26037;Camprovín;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
45034;Camuñas;"Grupo de Acción Local ""Dulcinea""";G127
22076;Canal de Berdún;Asociación para el Desarrollo Integral de la Cuna de Aragón;G054
47033;Canalejas de Peñafiel;Asociación Duero Esgueva;G162
16045;Canalejas del Arroyo;CEDER Alcarria Conquense;G116
5046;Canales;Asociación para el Desarrollo Rural Integral de La Moraña;G129
26038;Canales de la Sierra;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
8274;Súria;;
8275;Tavèrnoles;;
22077;Candasnos;Centro de Desarrollo de la Zona Oriental Huesca;
8276;Tagamanent;;
37078;Candelario;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
5047;Candeleda;Centro de Desarrollo Rural Valle del Tiétar;G130
42049;Candilichera;Asociación Proyecto Noreste de Soria;G160
24036;Candín;Asociación para el Desarrollo de La Comarca Berciana;G142
8278;Taradell;;
23020;Canena;Asociación para el Desarrollo Socioeconómico de La Loma y Las Villas;G036
28034;Canencia;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
8279;Terrassa;;
8281;Teià;;
8282;Tiana;;
12036;Canet lo Roig;Asociación-Ruralter Leader Zona 1;G259
22078;Canfranc;Asociación para el Desarrollo Integral de la Cuna de Aragón;G054
36008;Cangas;Asociación de Desenvolvemento Rural Pontevedra Morrazo;G235
33012;Cangas de Onís;Consorcio para el Desarrollo Rural del Oriente de Asturias;G079
33011;Cangas del Narcea;Grupo de Desarrollo Rural Alto Narcea Muniellos;G082
9067;Canicosa de la Sierra;Asociación Pinares El Valle para el Desarrollo Rural Integral;G159
18039;Caniles;Asociación Grupo de Desarrollo Rural del Altiplano de Granada;G018
37079;Canillas de Abajo;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
8283;Tona;;
29034;Canillas de Albaida;Asociación Centro de Desarrollo Rural de la Axarquía;G038
47034;Canillas de Esgueva;Asociación Duero Esgueva;G162
26039;Canillas de Río Tuerto;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
4030;Canjáyar;Grupo de Desarrollo Rural de la Alpujarra-Sierra Nevada Almeriense;G005
8284;Tordera;;
8285;Torelló;;
8286;Torre de Claramunt, La;;
19064;Canredondo;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
9068;Cantabrana;Asociación para el Desarrollo Comarcal Bureba;G134
37080;Cantagallo;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
37081;Cantalapiedra;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
40040;Cantalejo;Asociación Honorse-Tierra de Pinares;G154
17041;Cantallops;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
19065;Cantalojas;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
37082;Cantalpino;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
37083;Cantaracillo;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
44059;Cantavieja;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
41023;Cantillana;Asociación Comarcal Gran Vega de Sevilla;G045
40041;Cantimpalos;Asociación para el Desarrollo Rural Segovia Sur;G156
5048;Cantiveros;Asociación para el Desarrollo Rural Integral de La Moraña;G129
4031;Cantoria;Asociación de Desarrollo Rural Almanzora;G001
8287;Torrelavit;;
3052;Cañada;Asociación Centro de Desarrollo Rural Alicante;G257
44060;Cañada de Benatanduz;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
13029;Cañada de Calatrava;Asociación para el Desarrollo del Campo de Calatrava;G110
44061;Cañada de Verich, La;Grupo de Acción Local Bajo Aragón-Matarraña;G064
16046;Cañada del Hoyo;"Asociación ""Promoción y Desarrollo Serrano""";G113
16047;Cañada Juncosa;"Asociación para el Desarrollo Integral ""El Záncara""";G114
41901;Cañada Rosal;Asociación para el Desarrollo de la Campiña y los Alcores de Sevilla;G049
44062;Cañada Vellida;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
42050;Cañamaque;Asociación para el Desarrollo Endógeno de Almazán y otros municipios;G157
16048;Cañamares;"Asociación ""Promoción y Desarrollo Serrano""";G113
10044;Cañamero;Asociación Promoción y Desarrollo Rural Comarca de Villuercas, Ibores y Jara;G207
18040;Cáñar;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
26040;Cañas;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
16049;Cañavate, El;"Asociación para el Desarrollo Integral ""El Záncara""";G114
10045;Cañaveral;Asociación para el Desarrollo de Monfragüe y su Entorno;G199
21020;Cañaveral de León;Asociación Grupo de Desarrollo Rural de la Sierra de Aracena y Picos de Aroche;G027
16050;Cañaveras;CEDER Alcarria Conquense;G116
16051;Cañaveruelas;CEDER Alcarria Conquense;G116
16052;Cañete;"Asociación ""Promoción y Desarrollo Serrano""";G113
14014;Cañete de las Torres;Asociación para el Desarrollo Rural del Medio Guadalquivir;G017
29035;Cañete la Real;Grupo de Acción Local Guadalteba;G042
36009;Cañiza, A;Asociación de Desenvolvemento Rural Condado Paradanta;G234
49034;Cañizal;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
19066;Cañizar;Asociación para el Desarrollo de Alcarria y Campiña;G119
44063;Cañizar del Olivar;Oficina de Fomento y Desarrollo de la Comarca Cuencas Mineras;G065
16053;Cañizares;"Asociación ""Promoción y Desarrollo Serrano""";G113
49035;Cañizo;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
43039;Capafonts;Consorci Leader Priorat Baix Camp;
31065;Caparroso;Grupo de Acción Local de la Zona Media de Navarra;G252
43040;Capçanes;Consorci Leader Priorat Baix Camp;
8288;Torrelles de Foix;;
22079;Capdesaso;"Asociación ""Monegros, Centro de Desarrollo""";G053
15018;Capela, A;Asociación EUROEUME;G213
22080;Capella;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
8289;Torrelles de Llobregat;;
18042;Capileira;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
6030;Capilla;"Consorcio Centro de Desarrollo Rural ""La Serena""";
34045;Capillas;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
17042;Capmany;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
8045;Capolat;Associació pel Desenvolupament Rural de la Catalunya Central;G172
42051;Carabantes;Asociación Proyecto Noreste de Soria;G160
28035;Carabaña;Asociación de Desarrollo Rural Aranjuez-Comarca de las Vegas;G241
42052;Caracena;Asociación para el Desarrollo Rural Integral Tierras Sorianas del Cid;G158
13030;Caracuel de Calatrava;"Asociación de Desarrollo ""Montes Norte""";G106
18043;Carataunas;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
30015;Caravaca de la Cruz;Integral, Sociedad para el Desarrollo Rural;G248
8290;Ullastrell;;
9070;Carazo;Asociación Grupo de Acción Local Sierra de La Demanda;G133
49036;Carbajales de Alba;Asociación para el Desarrollo de Aliste, Tabara y Alba;G168
10046;Carbajo;Asociación para el Desarrollo de la Sierra de San Pedro-Los BaldÁ­os;
8291;Vacarisses;;
32018;Carballeda de Avia;"Asociación de Desenvolvemento Rural ""Asociación Carballiño-O Ribeiro""";G228
32017;Carballeda de Valdeorras;Asociación GDR Valdeorras;G230
27009;Carballedo;Asociación Miño-Ulla;G222
32019;Carballiño, O;"Asociación de Desenvolvemento Rural ""Asociación Carballiño-O Ribeiro""";G228
15019;Carballo;Asociación para O Desenvolvemento da Comarca de Bergantiños;G214
49037;Carbellino;Asociación para el Desarrollo Económico Rural Integral de Sayago;G169
4032;Carboneras;Asociación para el Desarrollo de la Comarca del Levante Almeriense;G002
16055;Carboneras de Guadazaón;"Asociación ""Promoción y Desarrollo Serrano""";G113
40043;Carbonero el Mayor;Asociación Honorse-Tierra de Pinares;G154
23021;Carboneros;Asociación para el Desarrollo de la Campiña Norte de Jaén;G032
10047;Carcaboso;Asociación para el Desarrollo del Valle del Alagón;G200
14015;Carcabuey;Asociación Grupo de Desarrollo Rural de la Subbética Cordobesa;G013
8292;Vallbona d'Anoia;;
31066;Cárcar;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
31067;Carcastillo;Grupo de Acción Local de la Zona Media de Navarra;G252
9071;Carcedo de Bureba;Asociación para el Desarrollo Comarcal Bureba;G134
9072;Carcedo de Burgos;Asociación para el Desarrollo de La Comarca del Arlanza;G135
2020;Carcelén;Asociación para el Desarrollo de La Manchuela;G101
8294;Vallgorguina;;
23901;Cárcheles;Asociación para el Desarrollo Rural de Sierra Mágina;G035
8295;Vallirana;;
26041;Cárdenas;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
